"id","temp","bar","hum","sol","w.d","w.s","dt"
"10025",11,978.21,84.8384,2.29,216.55755,3.57333,"2008-03-12 03:10"
"10026",10.59,978.58,86.9888,2.34375,204.47122,3,"2008-03-12 03:20"
"10027",10.23,978.34,90.0608,2.34625,240.84532,1.33333,"2008-03-12 03:30"
"10028",10.08,978.15,91.8016,2.37375,20.44245,1.22667,"2008-03-12 03:40"
"10029",9.99,977.98,93.0816,2.31125,77.04676,1.14667,"2008-03-12 03:50"
"10030",9.89,977.91,93.9008,2.33625,355.95324,1.06667,"2008-03-12 04:00"
"10031",9.79,977.41,94.3616,2.23125,73.13309,0.69333,"2008-03-12 04:10"
"10032",9.72,977.28,94.72,2.305,89.82374,0.86667,"2008-03-12 04:20"
"10033",9.54,977.22,94.5664,2.30625,126.19784,1.42667,"2008-03-12 04:30"
"10034",9.32,977.15,94.464,2.365,118.48561,1.37333,"2008-03-12 04:40"
"10035",9.09,977.25,94.3104,2.37625,157.96763,1.09333,"2008-03-12 04:50"
"10036",9.02,977.25,94.464,2.3775,158.65827,2.09333,"2008-03-12 05:00"
"10037",9.18,977.25,94.464,2.37875,175.69424,2.36,"2008-03-12 05:10"
"10038",9.26,977.25,94.4128,2.3925,175.57914,2.56,"2008-03-12 05:20"
"10039",9.23,977.31,94.464,2.36,157.27698,2.73333,"2008-03-12 05:30"
"10040",9.06,977.41,94.3104,2.35,142.19784,2.53333,"2008-03-12 05:40"
"10041",8.91,977.58,94.3104,2.35875,150.14029,2.56,"2008-03-12 05:50"
"10042",8.91,977.58,94.208,2.3675,143.92446,2.82667,"2008-03-12 06:00"
"10043",8.85,977.61,93.7984,2.34875,164.98921,2.92,"2008-03-12 06:10"
"10044",8.85,977.78,93.5936,2.3575,161.9964,2.42667,"2008-03-12 06:20"
"10045",8.94,977.91,92.672,3.535,186.51439,2.05333,"2008-03-12 06:30"
"10046",8.86,977.98,92.3648,7.72,217.47842,1.6,"2008-03-12 06:40"
"10047",8.89,977.98,92.3648,17.73,163.03237,1.45333,"2008-03-12 06:50"
"10048",8.92,977.78,92.2112,36.21,192.73022,1.4,"2008-03-12 07:00"
"10049",9.1,977.91,92.2112,62.72,189.96763,2.06667,"2008-03-12 07:10"
"10050",9.16,977.88,91.8016,100.24,145.88129,1.89333,"2008-03-12 07:20"
"10051",9.29,977.98,91.7504,111.68,130.45684,1.84,"2008-03-12 07:30"
"10052",9.54,977.95,91.5456,142.24,131.3777,1.77333,"2008-03-12 07:40"
"10053",9.77,977.98,91.0336,186.72,140.35611,1.81333,"2008-03-12 07:50"
"10054",9.97,978.08,90.368,236,146.57194,1.52,"2008-03-12 08:00"
"10055",10.2,978.15,89.5488,198.48,131.03237,2.21333,"2008-03-12 08:10"
"10056",10.38,978.24,88.7296,235.36,165.44964,1.92,"2008-03-12 08:20"
"10057",10.56,978.35,88.576,244.4,163.03237,1.72,"2008-03-12 08:30"
"10058",10.67,978.58,89.088,319.6,184.09712,2.18667,"2008-03-12 08:40"
"10059",10.72,978.68,88.5248,369.92,190.65827,2.30667,"2008-03-12 08:50"
"10060",10.92,978.81,87.4496,358.4,230.3705,2.33333,"2008-03-12 09:00"
"10061",11.04,978.91,86.2208,344.32,231.86691,1.94667,"2008-03-12 09:10"
"10062",11.14,979.08,85.0432,346.88,234.6295,1.22667,"2008-03-12 09:20"
"10063",11.34,979.11,83.6608,480.64,320.84532,1.69333,"2008-03-12 09:30"
"10064",11.58,979.21,81.1008,481.28,234.85971,1.88,"2008-03-12 09:40"
"10065",11.69,979.35,78.7456,456.32,242.22662,2.49333,"2008-03-12 09:50"
"10066",11.75,979.48,78.2336,295.52,260.52878,2.30667,"2008-03-12 10:00"
"10067",11.85,979.74,78.4384,164.4,247.86691,2.2,"2008-03-12 10:10"
"10068",11.78,979.87,77.824,253.28,231.17626,1.97333,"2008-03-12 10:20"
"10069",11.83,980.07,78.3872,177.36,211.83813,2.08,"2008-03-12 10:30"
"10070",11.62,980.24,79.0528,223.52,266.16906,3.09333,"2008-03-12 10:40"
"10071",11.61,980.31,79.4112,250.16,273.53597,2.12,"2008-03-12 10:50"
"10072",11.55,980.44,79.6672,261.68,259.83813,2.25333,"2008-03-12 11:00"
"10073",11.5,980.67,81.152,259.52,249.47842,1.70667,"2008-03-12 11:10"
"10074",11.32,980.8,82.9952,197.2,226.11151,1.94667,"2008-03-12 11:20"
"10075",11.05,981,85.9136,219.04,234.28417,1.26667,"2008-03-12 11:30"
"10076",11.01,981.07,87.5008,231.44,256.38489,0.90667,"2008-03-12 11:40"
"10077",10.92,981.11,87.6544,322.32,263.17626,1.22667,"2008-03-12 11:50"
"10078",11,981.11,87.9104,476.16,228.64389,1.54667,"2008-03-12 12:00"
"10079",11.17,981.04,87.3984,639.36,219.32014,1.69333,"2008-03-12 12:10"
"10080",11.46,981,86.0672,701.44,209.53597,1.89333,"2008-03-12 12:20"
"10081",11.83,980.9,84.1216,669.44,213.56475,1.78667,"2008-03-12 12:30"
"10082",12.1,980.77,79.5136,642.56,294.02518,2.52,"2008-03-12 12:40"
"10083",12.28,980.87,75.9808,659.2,317.73741,2.97333,"2008-03-12 12:50"
"10084",12.6,980.84,74.0352,614.4,270.88849,2.68,"2008-03-12 13:00"
"10085",12.63,980.84,73.4208,490.88,293.33453,2.29333,"2008-03-12 13:10"
"10086",13.05,980.84,73.1136,586.24,290.22662,3.21333,"2008-03-12 13:20"
"10087",13.84,980.84,71.2192,620.16,297.01799,3.34667,"2008-03-12 13:30"
"10088",14.12,980.74,67.0208,658.56,279.98201,3.38667,"2008-03-12 13:40"
"10089",13.85,980.74,66.7648,593.28,278.14029,3.28,"2008-03-12 13:50"
"10090",14.02,980.74,65.6896,591.36,274.91727,3.05333,"2008-03-12 14:00"
"10091",14.05,980.87,65.7408,496,278.94604,2.21333,"2008-03-12 14:10"
"10092",13.94,980.84,65.9968,328.96,244.29856,2.01333,"2008-03-12 14:20"
"10093",13.92,980.91,65.792,332.16,267.43525,3.13333,"2008-03-12 14:30"
"10094",13.98,980.94,65.024,199.68,339.95324,2.18667,"2008-03-12 14:40"
"10095",13.97,981,65.3312,184.88,274.57194,2.82667,"2008-03-12 14:50"
"10096",13.86,981.14,64.512,185.2,267.43525,3.33333,"2008-03-12 15:00"
"10097",13.58,981.34,65.792,128.32,261.91007,3.88,"2008-03-12 15:10"
"10098",13.35,981.43,67.7376,118.4,292.29856,2.72,"2008-03-12 15:20"
"10099",13.29,981.6,67.6864,120.8,306.91727,3.2,"2008-03-12 15:30"
"10100",13.27,981.6,67.5328,172.24,236.01079,2.82667,"2008-03-12 15:40"
"10101",13.22,981.57,68.3008,198.4,286.54316,2.52,"2008-03-12 15:50"
"10102",13.58,981.64,66.816,242.8,358.14029,3.96,"2008-03-12 16:00"
"10103",14.09,981.6,65.28,375.04,299.89568,3.50667,"2008-03-12 16:10"
"10104",13.82,981.7,66.56,250.88,318.08273,2.41333,"2008-03-12 16:20"
"10105",13.48,981.67,67.5328,195.28,206.31295,1.45333,"2008-03-12 16:30"
"10106",13.56,981.84,68.096,232.72,237.73741,1.45333,"2008-03-12 16:40"
"10107",14.26,981.77,65.3312,170.4,307.95324,2.04,"2008-03-12 16:50"
"10108",14.29,981.67,62.3616,133.28,335.0036,3.4,"2008-03-12 17:00"
"10109",14.37,981.8,62.0544,124.88,324.8741,2.56,"2008-03-12 17:10"
"10110",14.57,981.8,62.1056,116.56,336.03957,2.04,"2008-03-12 17:20"
"10111",14.62,981.77,61.5936,110.08,351.46403,1.94667,"2008-03-12 17:30"
"10112",14.46,981.77,62.6176,101.6,291.83813,1.88,"2008-03-12 17:40"
"10113",14.25,981.87,63.6928,90.16,328.21223,1.69333,"2008-03-12 17:50"
"10114",13.97,981.97,64.7168,73.04,28.31295,1.70667,"2008-03-12 18:00"
"10115",13.79,982.2,64.9216,53.92,55.6223,1.28,"2008-03-12 18:10"
"10116",13.73,982.4,65.8944,31.85,174.54316,0.48,"2008-03-12 18:20"
"10117",13.38,982.6,67.0208,14.86,256.5,0.77333,"2008-03-12 18:30"
"10118",13.05,982.67,67.84,5.21,227.3777,0.78667,"2008-03-12 18:40"
"10119",12.97,982.64,67.9936,2.855,67.95324,1.12,"2008-03-12 18:50"
"10120",12.98,982.8,67.5328,2.2,321.19065,0.41333,"2008-03-12 19:00"
"10121",12.74,982.9,68.1984,2.2575,230.48561,0.54667,"2008-03-12 19:10"
"10122",12.06,982.9,70.8096,2.26375,111.80935,1.16,"2008-03-12 19:20"
"10123",11.33,983.1,74.9568,2.2575,123.78058,1.85333,"2008-03-12 19:30"
"10124",10.93,983.2,76.544,2.23875,123.20504,1.90667,"2008-03-12 19:40"
"10125",11.14,983.2,76.288,2.2825,130.91727,2.06667,"2008-03-12 19:50"
"10126",11.58,983.3,73.5232,2.2625,105.01799,1.42667,"2008-03-12 20:00"
"10127",11.51,983.33,73.7792,2.255,97.76619,1.69333,"2008-03-12 20:10"
"10128",11.54,983.4,73.1648,2.25375,107.20504,1.96,"2008-03-12 20:20"
"10129",10.83,983.43,75.9296,2.2675,128.73022,1.93333,"2008-03-12 20:30"
"10130",11.04,983.4,75.5712,2.25625,111.23381,1.54667,"2008-03-12 20:40"
"10131",11.07,983.5,74.6496,2.2525,108.81655,1.77333,"2008-03-12 20:50"
"10132",10.48,983.43,76.9024,2.255,104.90288,1.96,"2008-03-12 21:00"
"10133",10,983.46,78.592,2.2575,131.03237,2.24,"2008-03-12 21:10"
"10134",9.94,983.53,79.8208,2.305,146.68705,2.41333,"2008-03-12 21:20"
"10135",10.65,983.53,77.6192,2.26625,112.03957,2.29333,"2008-03-12 21:30"
"10136",10.91,983.57,75.6736,2.26,120.44245,2.30667,"2008-03-12 21:40"
"10137",11,983.66,75.1104,2.27375,199.40648,2.6,"2008-03-12 21:50"
"10138",10.82,983.6,76.4928,2.275,143.46403,2.54667,"2008-03-12 22:00"
"10139",11.23,983.57,76.9024,2.25625,145.53597,3.36,"2008-03-12 22:10"
"10140",11.67,983.6,75.3664,2.2975,141.96763,3.85333,"2008-03-12 22:20"
"10141",11.89,983.6,74.4448,2.28625,123.08993,3.53333,"2008-03-12 22:30"
"10142",11.88,983.53,76.1344,2.23375,173.39209,3,"2008-03-12 22:40"
"10143",11.83,983.5,77.2096,2.2325,173.6223,2.72,"2008-03-12 22:50"
"10144",11.7,983.53,78.336,2.23375,164.18345,2.65333,"2008-03-12 23:00"
"10145",11.65,983.46,78.5408,2.255,142.19784,2.70667,"2008-03-12 23:10"
"10146",11.56,983.53,78.7456,2.28875,174.88849,2.46667,"2008-03-12 23:20"
"10147",11.45,983.5,79.2064,2.2425,143.34892,2.46667,"2008-03-12 23:30"
"10148",11.42,983.53,79.7184,2.20625,159.80935,2.96,"2008-03-12 23:40"
"10149",11.47,983.63,79.9744,2.2325,172.81655,3.02667,"2008-03-12 23:50"
"10150",11.34,983.66,80.6912,2.28125,157.27698,2.22667,"2008-03-13 00:00"
"10151",11.21,983.6,80.6912,2.2575,170.28417,2.46667,"2008-03-13 00:10"
"10152",11.24,983.46,80.384,2.27,174.31295,2.28,"2008-03-13 00:20"
"10153",11.37,983.33,80.0768,2.31125,158.31295,3.12,"2008-03-13 00:30"
"10154",11.64,983.14,77.7728,2.2825,155.55036,3.25333,"2008-03-13 00:40"
"10155",11.85,983.04,75.8272,2.24375,192.03957,3.36,"2008-03-13 00:50"
"10156",11.88,983,76.6976,2.26625,157.39209,3.97333,"2008-03-13 01:00"
"10157",11.73,983.03,79.104,2.2675,137.70863,3.68,"2008-03-13 01:10"
"10158",11.6,983.2,81.3056,2.2625,155.78058,3.54667,"2008-03-13 01:20"
"10159",11.48,983.23,82.176,2.28125,170.97482,3.34667,"2008-03-13 01:30"
"10160",11.38,983.23,82.4832,2.24875,167.63669,3.13333,"2008-03-13 01:40"
"10161",11.34,983.27,82.3808,2.26625,176.96043,3.18667,"2008-03-13 01:50"
"10162",11.34,983.23,83.0464,2.26,168.55755,3.89333,"2008-03-13 02:00"
"10163",11.37,983.07,83.1488,2.25625,169.47842,3.61333,"2008-03-13 02:10"
"10164",11.24,982.93,83.712,2.28375,152.09712,3.30667,"2008-03-13 02:20"
"10165",11.31,982.9,82.8416,2.26875,180.8741,4,"2008-03-13 02:30"
"10166",11.3,982.87,82.2784,2.2725,166.94604,3.61333,"2008-03-13 02:40"
"10167",11.35,982.84,81.3568,2.25125,140.35611,4.17333,"2008-03-13 02:50"
"10168",11.51,982.8,79.0528,2.26,160.26978,4.41333,"2008-03-13 03:00"
"10169",11.53,982.77,78.1824,2.23,144.15468,3.81333,"2008-03-13 03:10"
"10170",11.57,982.77,78.1312,2.23875,168.55755,4.22667,"2008-03-13 03:20"
"10171",11.63,982.67,78.336,2.24,180.29856,4.44,"2008-03-13 03:30"
"10172",11.74,982.64,77.824,2.27,203.55036,4.2,"2008-03-13 03:40"
"10173",11.75,982.57,77.5168,2.2325,176.73022,4.10667,"2008-03-13 03:50"
"10174",11.69,982.53,77.824,2.265,172.24101,3.96,"2008-03-13 04:00"
"10175",11.68,982.37,76.1344,2.2575,192.61511,3.68,"2008-03-13 04:10"
"10176",11.99,982.17,73.1648,2.23125,174.88849,4.94667,"2008-03-13 04:20"
"10177",11.74,982.07,74.0352,2.22625,151.98201,3,"2008-03-13 04:30"
"10178",11.41,981.94,75.1616,2.245,127.0036,2.54667,"2008-03-13 04:40"
"10179",11.42,981.73,74.5984,2.2425,160.73022,2.49333,"2008-03-13 04:50"
"10180",11.45,981.63,73.8304,2.27125,158.42806,3.26667,"2008-03-13 05:00"
"10181",11.56,981.64,72.3968,2.25625,183.98201,2.94667,"2008-03-13 05:10"
"10182",11.54,981.73,71.9872,2.27875,143.92446,2.97333,"2008-03-13 05:20"
"10183",11.56,981.87,71.3728,2.2475,142.31295,2.82667,"2008-03-13 05:30"
"10184",11.55,981.84,71.0656,2.24,175.46403,3.48,"2008-03-13 05:40"
"10185",11.54,981.93,72.2944,2.2825,164.06834,3.73333,"2008-03-13 05:50"
"10186",11.48,981.93,73.4208,2.2525,173.73741,2.92,"2008-03-13 06:00"
"10187",11.39,981.7,73.472,2.2475,154.7446,3.13333,"2008-03-13 06:10"
"10188",11.37,981.64,73.5744,2.82125,147.95324,3.48,"2008-03-13 06:20"
"10189",11.27,981.64,73.9328,4.61,155.66547,2.58667,"2008-03-13 06:30"
"10190",11.14,981.6,74.8544,11.52,166.3705,2.45333,"2008-03-13 06:40"
"10191",11.1,981.7,75.9808,26.31,160.96043,2.94667,"2008-03-13 06:50"
"10192",11.02,981.73,76.9536,43.68,158.54316,2.70667,"2008-03-13 07:00"
"10193",10.9,981.44,78.1824,59.84,167.06115,2.73333,"2008-03-13 07:10"
"10194",10.82,981.63,78.6944,76,161.76619,2.64,"2008-03-13 07:20"
"10195",10.87,981.73,78.3872,89.36,153.36331,2.92,"2008-03-13 07:30"
"10196",10.96,981.77,77.6192,98.32,155.55036,3.41333,"2008-03-13 07:40"
"10197",11.14,981.9,76.288,97.68,143.80935,3.13333,"2008-03-13 07:50"
"10198",11.52,981.7,75.4176,101.92,181.33453,3.28,"2008-03-13 08:00"
"10199",12.08,981.77,74.4448,108.8,168.67266,3.84,"2008-03-13 08:10"
"10200",12.47,981.6,74.5472,110.88,160.73022,4.13333,"2008-03-13 08:20"
"10201",12.73,981.7,74.9056,113.52,169.59352,4.25333,"2008-03-13 08:30"
"10202",13.05,981.67,74.3424,108.48,216.67266,3.2,"2008-03-13 08:40"
"10203",13.33,981.53,73.3184,103.92,203.89568,3.24,"2008-03-13 08:50"
"10204",13.57,981.7,71.424,106.08,212.52878,3.4,"2008-03-13 09:00"
"10205",14,981.83,68.2496,112.64,184.09712,2.45333,"2008-03-13 09:10"
"10206",14.32,981.4,64.256,109.28,188.35611,3.37333,"2008-03-13 09:20"
"10207",14.67,981.27,63.3856,113.76,196.52878,2.6,"2008-03-13 09:30"
"10208",14.99,981.24,64,122.64,196.52878,2.77333,"2008-03-13 09:40"
"10209",15.27,981.07,62.6688,124.72,169.13309,3.82667,"2008-03-13 09:50"
"10210",15.77,981,61.3376,130,196.8741,3.37333,"2008-03-13 10:00"
"10211",15.86,981.07,59.904,135.84,193.19065,3.97333,"2008-03-13 10:10"
"10212",16.21,981.27,60.5184,151.04,164.52878,2.78667,"2008-03-13 10:20"
"10213",16.41,981.3,59.4432,153.2,217.36331,2.14667,"2008-03-13 10:30"
"10214",16.53,981.34,55.8592,154.72,266.6295,2.92,"2008-03-13 10:40"
"10215",16.7,981.47,55.552,161.04,224.61511,3.10667,"2008-03-13 10:50"
"10216",16.5,981.64,57.4976,145.28,208.96043,5.01333,"2008-03-13 11:00"
"10217",16.63,981.6,58.0608,138.88,194.22662,4.56,"2008-03-13 11:10"
"10218",16.93,981.57,57.1904,143.2,235.43525,4.04,"2008-03-13 11:20"
"10219",17,981.34,56.064,144.64,207.0036,5.17333,"2008-03-13 11:30"
"10220",17.15,981.47,55.1424,154.96,216.90288,4.30667,"2008-03-13 11:40"
"10221",17.02,981.44,54.272,159.84,209.76619,4.86667,"2008-03-13 11:50"
"10222",17.07,981.5,56.0128,167.92,203.32014,4.77333,"2008-03-13 12:00"
"10223",17.56,981.5,53.7088,158.64,229.44964,4.2,"2008-03-13 12:10"
"10224",17.79,981.5,53.8112,153.76,225.07554,4.25333,"2008-03-13 12:20"
"10225",17.95,981.37,52.224,154.08,211.60791,3.6,"2008-03-13 12:30"
"10226",17.98,981.34,51.2,158.88,222.77338,4.73333,"2008-03-13 12:40"
"10227",18.18,981.31,50.9952,173.52,241.65108,3.84,"2008-03-13 12:50"
"10228",18.2,981.1,51.2512,188.24,171.66547,4.10667,"2008-03-13 13:00"
"10229",18.66,981.04,51.2,185.84,196.8741,4.02667,"2008-03-13 13:10"
"10230",18.72,980.84,50.9952,196.64,276.18345,4.52,"2008-03-13 13:20"
"10231",18.67,980.77,49.1008,172.24,224.15468,4.6,"2008-03-13 13:30"
"10232",18.95,980.64,48.9472,162.88,249.01799,4.04,"2008-03-13 13:40"
"10233",18.8,980.44,50.176,161.68,201.47842,4.49333,"2008-03-13 13:50"
"10234",18.85,980.31,50.5344,159.92,214.60072,4.49333,"2008-03-13 14:00"
"10235",18.75,980.44,51.0464,196.96,220.35611,5.2,"2008-03-13 14:10"
"10236",18.97,980.77,49.92,264.48,236.58633,4.64,"2008-03-13 14:20"
"10237",18.74,980.74,50.8416,321.44,248.55755,4.4,"2008-03-13 14:30"
"10238",17.93,980.84,51.3024,313.04,247.17626,4.97333,"2008-03-13 14:40"
"10239",17.87,980.74,51.2,424.32,206.88849,4.49333,"2008-03-13 14:50"
"10240",18.36,980.94,51.2512,396.16,252.24101,3.93333,"2008-03-13 15:00"
"10241",18.29,980.84,50.0736,374.4,251.43525,3.78667,"2008-03-13 15:10"
"10242",18.32,980.97,50.0224,405.12,257.30575,3.73333,"2008-03-13 15:20"
"10243",18.36,981.27,50.6368,330.88,253.73741,3.32,"2008-03-13 15:30"
"10244",18.14,981.34,51.8144,324.48,241.19065,3.52,"2008-03-13 15:40"
"10245",18.06,981.4,52.5824,394.88,224.26978,3.48,"2008-03-13 15:50"
"10246",18.85,981.3,50.3296,407.68,202.05396,2.98667,"2008-03-13 16:00"
"10247",19.04,981.11,48.9472,364.8,259.26259,3.56,"2008-03-13 16:10"
"10248",19.05,981.14,48.0768,380.8,272.96043,3.45333,"2008-03-13 16:20"
"10249",19.13,981.24,48.2816,326.88,254.65827,3.6,"2008-03-13 16:30"
"10250",18.85,981.37,48.384,354.56,295.17626,3.54667,"2008-03-13 16:40"
"10251",19.26,981.37,48.128,284,230.60072,3.17333,"2008-03-13 16:50"
"10252",19.12,981.31,47.3088,195.92,278.60072,3.78667,"2008-03-13 17:00"
"10253",19,981.37,47.9232,186.88,249.2482,3.18667,"2008-03-13 17:10"
"10254",18.85,981.47,48.8448,197.92,250.85971,3.25333,"2008-03-13 17:20"
"10255",18.67,981.5,48.6912,158.72,249.13309,3.50667,"2008-03-13 17:30"
"10256",18.35,981.77,49.9712,132.56,190.42806,3.89333,"2008-03-13 17:40"
"10257",18.05,981.83,51.0464,108.16,249.82374,3.37333,"2008-03-13 17:50"
"10258",17.94,982.13,51.3024,88.8,262.3705,2.97333,"2008-03-13 18:00"
"10259",17.65,982.2,52.5824,60.64,286.31295,2.86667,"2008-03-13 18:10"
"10260",17.28,982.3,54.1184,34.56,203.66547,2.42667,"2008-03-13 18:20"
"10261",16.94,982.37,55.4496,16.27,221.16187,2.29333,"2008-03-13 18:30"
"10262",16.75,982.6,55.9616,5.7,254.42806,3.12,"2008-03-13 18:40"
"10263",16.54,982.84,57.3952,2.7025,187.66547,2.92,"2008-03-13 18:50"
"10264",16.36,982.8,58.368,2.1675,151.40648,1.88,"2008-03-13 19:00"
"10265",15.86,982.9,60.2624,2.16375,146.68705,1.82667,"2008-03-13 19:10"
"10266",15.37,982.87,62.0032,2.175,142.65827,2.68,"2008-03-13 19:20"
"10267",15.21,982.9,62.6176,2.20625,147.26259,2.50667,"2008-03-13 19:30"
"10268",15.24,982.9,62.1056,2.1825,118.48561,2.68,"2008-03-13 19:40"
"10269",15.01,983.07,62.9248,2.18125,143.57914,1.96,"2008-03-13 19:50"
"10270",14.53,983.2,64.512,2.195,140.81655,2.28,"2008-03-13 20:00"
"10271",14.47,983.27,64.8704,2.17875,142.08273,2.30667,"2008-03-13 20:10"
"10272",14.23,983.43,65.536,2.17625,134.83094,2.46667,"2008-03-13 20:20"
"10273",14.26,983.57,65.7408,2.1775,158.42806,2.69333,"2008-03-13 20:30"
"10274",14.29,983.73,66.048,2.18625,156.58633,3.44,"2008-03-13 20:40"
"10275",14.32,983.7,66.9184,2.15875,147.3777,3.09333,"2008-03-13 20:50"
"10276",14.46,983.63,66.56,2.21375,144.96043,3.04,"2008-03-13 21:00"
"10277",14,983.57,66.6624,2.22,148.52878,2.62667,"2008-03-13 21:10"
"10278",13.5,983.6,68.4032,2.1925,127.46403,2.53333,"2008-03-13 21:20"
"10279",13.24,983.83,69.1712,2.2125,137.47842,1.98667,"2008-03-13 21:30"
"10280",12.92,984.07,70.656,2.1875,133.67986,2.73333,"2008-03-13 21:40"
"10281",13.14,984.3,71.2704,2.225,137.36331,2.54667,"2008-03-13 21:50"
"10282",13.4,984.4,70.8096,2.21875,131.49281,2.30667,"2008-03-13 22:00"
"10283",13.21,984.37,70.6048,2.23,135.63669,2.26667,"2008-03-13 22:10"
"10284",13.06,984.4,71.7312,2.205,118.02518,1.85333,"2008-03-13 22:20"
"10285",12.98,984.7,71.8848,2.2325,95.0036,1.72,"2008-03-13 22:30"
"10286",12.78,985.2,72.0384,2.21625,93.73741,1.05333,"2008-03-13 22:40"
"10287",12.26,985.63,73.6768,2.23375,112.03957,1.09333,"2008-03-13 22:50"
"10288",12.33,985.73,75.0592,2.23125,105.2482,1.84,"2008-03-13 23:00"
"10289",12.69,985.63,74.0352,2.24875,100.98921,1.78667,"2008-03-13 23:10"
"10290",12.53,985.63,73.7792,2.215,103.52158,0.96,"2008-03-13 23:20"
"10291",12.26,985.63,75.4688,2.24375,106.05396,0.53333,"2008-03-13 23:30"
"10292",12.39,985.56,75.0592,2.20875,81.30576,1.30667,"2008-03-13 23:40"
"10293",12.34,985.56,74.9056,2.23875,136.78777,1.53333,"2008-03-13 23:50"
"10294",12.19,985.73,75.6224,2.2025,36.97482,1.70667,"2008-03-14 00:00"
"10295",12.3,985.9,73.8304,2.2025,60.28417,2.09333,"2008-03-14 00:10"
"10296",12.36,985.96,67.2256,2.1325,65.53597,1.97333,"2008-03-14 00:20"
"10297",12.55,986.06,62.7712,2.21125,46.54317,2.69333,"2008-03-14 00:30"
"10298",12.84,986.2,59.6992,2.1775,40.31295,2.38667,"2008-03-14 00:40"
"10299",12.74,986.53,58.5216,2.2,7.8705,2.42667,"2008-03-14 00:50"
"10300",12.84,986.76,56.0128,2.21125,8.58094,2.57333,"2008-03-14 01:00"
"10301",12.91,986.99,53.76,2.2475,338.22662,3.17333,"2008-03-14 01:10"
"10302",12.94,987.16,50.8416,2.16875,15.69425,3.97333,"2008-03-14 01:20"
"10303",12.75,987.33,49.3056,2.24625,41.85252,2.97333,"2008-03-14 01:30"
"10304",12.52,987.33,47.5648,2.28125,340.8741,2.66667,"2008-03-14 01:40"
"10305",12.4,987.53,47.2576,2.18625,24.73022,1.88,"2008-03-14 01:50"
"10306",12.15,987.72,47.616,2.195,35.43525,0.70667,"2008-03-14 02:00"
"10307",11.89,987.86,47.872,2.215,27.9964,0.81333,"2008-03-14 02:10"
"10308",11.73,987.92,47.8208,2.20875,123.43525,0.52,"2008-03-14 02:20"
"10309",11.83,988.09,47.0528,2.23375,49.14748,1.65333,"2008-03-14 02:30"
"10310",11.94,988.06,46.4384,2.20625,55.98201,1.70667,"2008-03-14 02:40"
"10311",11.97,988.06,45.4656,2.23875,43.50719,1.84,"2008-03-14 02:50"
"10312",11.87,987.86,45.312,2.22,58.02518,1.88,"2008-03-14 03:00"
"10313",11.92,987.86,44.6976,2.24125,67.26259,2.38667,"2008-03-14 03:10"
"10314",11.99,987.83,44.1344,2.23625,155.89568,1.93333,"2008-03-14 03:20"
"10315",12.05,987.89,44.1856,2.2225,124.1259,2.49333,"2008-03-14 03:30"
"10316",12.02,987.86,44.032,2.22375,117.21942,2.28,"2008-03-14 03:40"
"10317",11.93,987.96,44.6464,2.24875,139.32014,2.38667,"2008-03-14 03:50"
"10318",11.78,988.22,44.9536,2.25375,133.91007,2.06667,"2008-03-14 04:00"
"10319",11.73,988.29,45.1072,2.20875,152.90288,1.4,"2008-03-14 04:10"
"10320",11.5,988.32,45.7216,2.2675,227.72302,1.76,"2008-03-14 04:20"
"10321",11.47,988.36,45.7728,2.20875,174.31295,1.46667,"2008-03-14 04:30"
"10322",11.14,988.49,46.8992,2.235,73.2482,1.44,"2008-03-14 04:40"
"10323",11.03,988.76,47.0528,2.24,69.67986,2.49333,"2008-03-14 04:50"
"10324",10.83,988.79,47.5136,2.26625,111.69424,2.68,"2008-03-14 05:00"
"10325",10.85,988.82,47.2576,2.215,43.60791,2.6,"2008-03-14 05:10"
"10326",10.75,988.86,47.7696,2.2125,44.3705,2.77333,"2008-03-14 05:20"
"10327",10.77,988.96,47.6672,2.25125,36.51439,3.34667,"2008-03-14 05:30"
"10328",10.9,989.12,47.4112,2.2425,47.95324,3.2,"2008-03-14 05:40"
"10329",10.95,989.26,47.5136,2.22125,60.28417,3,"2008-03-14 05:50"
"10330",10.65,989.26,48.64,2.23375,48.48561,3.10667,"2008-03-14 06:00"
"10331",10.43,989.49,49.9712,2.20875,54.35612,2.65333,"2008-03-14 06:10"
"10332",10.26,989.56,51.2,3.38375,233.01799,2.25333,"2008-03-14 06:20"
"10333",10.18,989.72,51.4048,4.5725,77.39209,2.33333,"2008-03-14 06:30"
"10334",10.18,989.66,51.6608,13.38,67.95324,2.64,"2008-03-14 06:40"
"10335",10.05,989.82,52.224,29.27,60.24101,1.97333,"2008-03-14 06:50"
"10336",9.93,989.99,52.8896,47.36,80.26978,2.02667,"2008-03-14 07:00"
"10337",9.82,990.12,53.76,65.04,70.94604,1.68,"2008-03-14 07:10"
"10338",9.86,990.29,54.1184,80.8,68.75899,1.65333,"2008-03-14 07:20"
"10339",9.85,990.45,55.296,96,95.57914,1.77333,"2008-03-14 07:30"
"10340",9.98,990.52,56.32,105.04,69.21942,1.90667,"2008-03-14 07:40"
"10341",10.71,990.65,55.8592,100.4,402.57194,2.13333,"2008-03-14 07:50"
"10342",11.33,990.65,54.3232,101.28,73.82374,1.88,"2008-03-14 08:00"
"10343",11.67,990.65,53.0432,110.8,50.55755,2.14667,"2008-03-14 08:10"
